trainerID,name,level,type
6018,Chimecho,34,Psychic
6018,Masquerain,34,Bug
6019,Horsea,11,Water
6019,Goldeen,12,Water
6019,Spheal,50,Ice
6020,Horsea,11,Water
6020,Goldeen,12,Water
6020,Beldum,11,Steel
6021,Horsea,20,Water
6021,Goldeen,20,Water
6021,Beldum,19,Steel
6022,Kingdra,50,Water
6022,Seaking,50,Water
6022,Metagross,50,Steel
6023,Hoothoot,14,Normal
6023,Baltoy,50,Ground
6024,Hoothoot,14,Normal
6024,Slakoth,15,Normal
6025,Noctowl,20,Normal
6025,Vigoroth,20,Normal
6026,Noctowl,50,Normal
6026,Slaking,50,Normal
6027,Carvanha,50,Water
6027,Magnemite,15,Electric
6027,Psyduck,15,Water
6027,Remoraid,16,Water
6028,Duskull,14,Ghost
6028,Skitty,14,Normal
6029,Snorunt,14,Ice
6029,Barboach,14,Water
6030,Abra,17,Psychic
6030,Machop,16,Fighting
6030,Feebas,16,Water
6030,Makuhita,16,Fighting
6031,Gulpin,19,Poison
6031,Mareep,19,Electric
6031,Luvdisc,20,Water
6031,Bellossom,20,Grass
6032,Furret,19,Normal
6032,Zigzagoon,20,Normal
6032,Togetic,19,Fairy
6032,Delibird,21,Ice
6033,Hoothoot,25,Normal
6033,Graveler,26,Rock
6033,Gulpin,26,Poison
6033,Seel,50,Water
6034,Kirlia,22,Psychic
6034,Linoone,20,Normal
6034,Natu,50,Psychic
6035,Doduo,20,Normal
6035,Tentacool,18,Water
6035,Chimecho,20,Psychic
6036,Poochyena,22,Dark
6036,Magnemite,21,Electric
6036,Staryu,21,Water
6036,Absol,21,Dark
6037,Seviper,20,Poison
6037,Snorunt,50,Ice
6037,Golbat,22,Poison
6037,Mightyena,21,Dark
6038,Pelipper,23,Water
6038,Electrike,23,Electric
6038,Spearow,50,Normal
6039,Shuppet,21,Ghost
6039,Teddiursa,21,Normal
6039,Corsola,21,Water
6040,Chimecho,23,Psychic
6040,Stantler,23,Normal
6040,Grimer,50,Poison
6041,Remoraid,22,Water
6041,Golbat,22,Poison
6041,Roselia,50,Grass
6042,Kadabra,22,Psychic
6042,Flaaffy,22,Electric
6042,Vigoroth,21,Normal
6042,Ralts,50,Psychic
6043,Goldeen,21,Water
6043,Carvanha,21,Water
6043,Koffing,21,Poison
6043,Mightyena,21,Dark
6044,Chimecho,31,Psychic
6044,Kecleon,30,Normal
6044,Noctowl,30,Normal
6044,Mightyena,29,Dark
6045,Duskull,21,Ghost
6045,Corphish,20,Water
6045,Qwilfish,21,Water
6046,Kadabra,22,Psychic
6046,Sneasel,22,Dark
6046,Misdreavus,22,Ghost
6046,Meowth,50,Normal
6047,Machoke,31,Fighting
6047,Golem,31,Rock
6047,Forretress,31,Bug
6047,Mantine,32,Water
6047,Crobat,31,Poison
6048,Murkrow,22,Dark
6048,Pineco,50,Bug
6048,Ariados,22,Bug
6049,Shellder,50,Water
6049,Rhyhorn,29,Ground
6049,Swalot,29,Poison
6049,Golbat,29,Poison
6049,Sharpedo,30,Water
6050,Absol,35,Dark
6050,Ninjask,34,Bug
6050,Sandslash,37,Ground
6050,Mawile,35,Steel
6051,Torkoal,22,Fire
6051,Nuzleaf,23,Grass
6051,Swinub,50,Ice
6052,Lotad,8,Water
6052,Oddish,9,Grass
6052,Cacnea,9,Grass
6052,Shroomish,9,Grass
6052,Pineco,9,Bug
6052,Seedot,50,Grass
6053,Lotad,8,Water
6053,Oddish,9,Grass
6053,Cacnea,9,Grass
6053,Shroomish,9,Grass
6053,Pineco,9,Bug
6054,Lotad,19,Water
6054,Oddish,18,Grass
6054,Cacnea,18,Grass
6054,Shroomish,19,Grass
6054,Pineco,20,Bug
6055,Lombre,50,Water
6055,Vileplume,50,Grass
6055,Cacturne,50,Grass
6055,Breloom,50,Grass
6055,Forretress,50,Bug
6056,Lanturn,41,Water
6056,Magneton,41,Electric
6056,Lickitung,50,Normal
6057,Minun,30,Electric
6057,Beautifly,30,Bug
6057,Ledian,28,Bug
6057,Illumise,31,Bug
6058,Banette,40,Ghost
6058,Sableye,40,Dark
6058,Dusclops,40,Ghost
6058,Crobat,44,Poison
6058,Wailord,44,Water
6059,Houndoom,37,Dark
6059,Ninetales,37,Fire
6059,Vileplume,34,Grass
6059,Magmar,50,Fire
6059,Pinsir,50,Bug
6060,Masquerain,33,Bug
6060,Dunsparce,33,Normal
6060,Roselia,33,Grass
6060,Spinda,33,Normal
6061,Seviper,29,Poison
6061,Murkrow,29,Dark
6061,Paras,50,Bug
6061,Growlithe,50,Fire
6062,Plusle,30,Electric
6062,Dustox,30,Bug
6062,Xatu,31,Psychic
6062,Volbeat,30,Bug
6063,Delibird,36,Ice
6063,Grumpig,36,Psychic
6063,Swalot,35,Poison
6063,Relicanth,35,Water
6063,Golduck,37,Water
6063,Quagsire,35,Water
6064,Doduo,13,Normal
6064,Taillow,14,Normal
6065,Yanma,39,Bug
6065,Roselia,37,Grass
6065,Smeargle,39,Normal
6065,Vileplume,37,Grass
6065,Altaria,40,Dragon
6066,Roselia,32,Grass
6066,Hoppip,32,Grass
6066,Masquerain,31,Bug
6066,Bellossom,32,Grass
6067,Volbeat,20,Bug
6067,Spoink,21,Psychic
6067,Illumise,20,Bug
6067,Seviper,21,Poison
6067,Wailmer,22,Water
6068,Medicham,38,Fighting
6068,Golem,38,Rock
6068,Xatu,38,Psychic
6068,Hitmonchan,50,Fighting
6069,Mightyena,35,Dark
6069,Stantler,34,Normal
6069,Zangoose,37,Normal
6069,Sharpedo,35,Water
6069,Sunflora,34,Grass
6070,Shuckle,44,Bug
6070,Blissey,42,Normal
6070,Weezing,41,Poison
6071,Absol,30,Dark
6071,Smeargle,31,Normal
6071,Donphan,30,Ground
6071,Ampharos,31,Electric
6071,Tentacruel,31,Water
6072,Glalie,41,Ice
6072,Ampharos,44,Electric
6072,Breloom,42,Grass
6072,Donphan,44,Ground
6072,Dugtrio,50,Ground
6073,Camerupt,37,Fire
6073,Weezing,37,Poison
6073,Muk,38,Poison
6073,Rapidash,50,Fire
6073,Magcargo,50,Fire
6074,Cacturne,37,Grass
6074,Ninetales,37,Fire
6074,Torkoal,37,Fire
6074,Mantine,37,Water
6074,Tropius,35,Grass
6075,Clamperl,31,Water
6075,Octillery,31,Water
6075,Lanturn,31,Water
6075,Relicanth,32,Water
6076,Stantler,41,Normal
6076,Exploud,41,Normal
6076,Scyther,50,Bug
6076,Chansey,50,Normal
6077,Electrode,34,Electric
6077,Misdreavus,34,Ghost
6077,Claydol,36,Ground
6077,Kangaskhan,50,Normal
6077,Banette,50,Ghost
6078,Sneasel,20,Dark
6078,Yanma,19,Bug
6078,Misdreavus,20,Ghost
6078,Duskull,50,Ghost
6079,Beedrill,50,Bug
6079,Furret,30,Normal
6079,Togetic,31,Fairy
6079,Pidgeotto,50,Normal
6080,Natu,16,Psychic
6080,Nincada,14,Bug
6080,Wailmer,15,Water
6081,Spinarak,20,Bug
6081,Beautifly,19,Bug
6081,Dustox,20,Bug
6081,Vulpix,50,Fire
6082,Corphish,18,Water
6082,Electrike,17,Electric
6082,Grimer,18,Poison
6083,Beldum,18,Steel
6083,Murkrow,18,Dark
6083,Slakoth,18,Normal
6083,Rhyhorn,18,Ground
6084,Swinub,14,Ice
6084,Shuppet,13,Ghost
6084,Spinarak,50,Bug
6085,Jigglypuff,17,Normal
6085,Chimecho,17,Psychic
6085,Dunsparce,16,Normal
6086,Sudowoodo,20,Rock
6086,Clamperl,21,Water
6087,Grumpig,39,Psychic
6087,Skarmory,39,Steel
6087,Metang,39,Steel
6087,Hariyama,39,Fighting
6087,Hitmonlee,50,Fighting
6088,Grimer,10,Poison
6088,Tentacool,10,Water
6088,Koffing,11,Poison
6088,Gulpin,50,Poison
6089,Grimer,10,Poison
6089,Tentacool,10,Water
6089,Koffing,11,Poison
6089,Zubat,10,Poison
6090,Grimer,20,Poison
6090,Tentacool,20,Water
6090,Koffing,20,Poison
6090,Zubat,20,Poison
6091,Muk,50,Poison
6091,Tentacruel,50,Water
6091,Weezing,50,Poison
6091,Golbat,50,Poison
6092,Slugma,14,Fire
6092,Houndour,50,Dark
6093,Slugma,14,Fire
6093,Numel,14,Fire
6094,Slugma,20,Fire
6094,Numel,20,Fire
6095,Magcargo,50,Fire
6095,Camerupt,50,Fire
6096,Carvanha,18,Water
6096,Barboach,17,Water
6097,Qwilfish,19,Water
6097,Rhyhorn,20,Ground
6097,Chinchou,20,Water
6097,Koffing,20,Poison
6098,Huntail,27,Water
6098,Cacnea,27,Grass
6098,Teddiursa,27,Normal
6098,Koffing,27,Poison
6099,Huntail,36,Water
6099,Cacturne,35,Grass
6099,Weezing,35,Poison
6099,Ursaring,35,Normal
6099,Arbok,50,Poison
6100,Shedinja,31,Bug
6100,Wobbuffet,30,Psychic
6100,Vibrava,35,Ground
6100,Magneton,50,Electric
6101,Ralts,15,Psychic
6101,Voltorb,16,Electric
6101,Bagon,16,Dragon
6101,Numel,50,Fire
6102,Ninetales,30,Fire
6102,Jumpluff,30,Grass
6102,Azumarill,32,Water
6102,Tangela,50,Grass
6102,Butterfree,50,Bug
6103,Kecleon,19,Normal
6103,Surskit,21,Bug
6103,Makuhita,50,Fighting
6104,Chinchou,11,Water
6104,Electrike,12,Electric
6104,Mareep,50,Electric
6105,Chinchou,11,Water
6105,Electrike,12,Electric
6105,Magnemite,11,Electric
6106,Chinchou,20,Water
6106,Electrike,20,Electric
6106,Magnemite,20,Electric
6107,Lanturn,50,Water
6107,Manectric,50,Electric
6107,Magneton,50,Electric
6111,Kadabra,33,Psychic
6112,Kadabra,44,Psychic
6112,Ambipom,44,Normal
6113,Alakazam,50,Psychic
6113,Ambipom,50,Normal
6114,Alakazam,56,Psychic
6114,Ambipom,56,Normal
6120,Lombre,14,Water
6120,Nuzleaf,14,Grass
6121,Lombre,26,Water
6121,Nuzleaf,26,Grass
6122,Lombre,29,Water
6122,Nuzleaf,29,Grass
6123,Lombre,32,Water
6123,Nuzleaf,32,Grass
6124,Ludicolo,35,Water
6124,Shiftry,35,Grass
6125,Seviper,20,Poison
6126,Zangoose,20,Normal
6127,Zangoose,30,Normal
6127,Seviper,30,Poison
6128,Lombre,14,Water
6128,Nuzleaf,14,Grass
6129,Lombre,26,Water
6129,Nuzleaf,26,Grass
6130,Lombre,29,Water
6130,Nuzleaf,29,Grass
6131,Lombre,32,Water
6131,Nuzleaf,32,Grass
6132,Ludicolo,35,Water
6132,Shiftry,35,Grass
6133,Zangoose,18,Normal
6133,Seviper,18,Poison
6134,Ponyta,22,Fire
6134,Ponyta,20,Fire
6134,Ponyta,24,Fire
6135,Geodude,17,Rock
6135,Geodude,18,Rock
6135,Geodude,19,Rock
6136,Roselia,20,Grass
6136,Roselia,22,Grass
6136,Roselia,24,Grass
6137,Sudowoodo,19,Rock
6137,Sudowoodo,19,Rock
6137,Sudowoodo,19,Rock
6138,Clefairy,20,Fairy
6138,Clefairy,20,Fairy
6138,Clefairy,20,Fairy
6140,Hippopotas,28,Ground
6140,Hippopotas,28,Ground
6140,Hippopotas,34,Ground
6141,Hippopotas,51,Ground
6141,Hippopotas,53,Ground
6141,Hippopotas,52,Ground
6142,Buizel,21,Water
6142,Buizel,21,Water
6142,Buizel,24,Water
6143,Gastly,12,Ghost
6143,Gastly,13,Ghost
6143,Gastly,17,Ghost
6144,Skorupi,21,Poison
6144,Carnivine,21,Grass
6144,Tangela,21,Grass
6144,Tropius,21,Grass
6144,Croagunk,21,Poison
6144,Yanma,21,Bug
6145,Umbreon,27,Dark
6145,Espeon,27,Psychic
6146,Jolteon,24,Electric
6146,Flareon,24,Fire
6146,Vaporeon,24,Water
6147,Munchlax,25,Normal
6148,Feebas,28,Water
6149,Heracross,25,Bug
6150,Togetic,35,Fairy
6151,Togekiss,54,Fairy
6152,Porygon,27,Normal
6153,Gible,22,Dragon
6154,Lombre,15,Water
6154,Nuzleaf,15,Grass
6155,Lombre,25,Water
6155,Nuzleaf,25,Grass
6156,Ludicolo,39,Water
6156,Shiftry,39,Grass
6157,Ludicolo,43,Water
6157,Shiftry,43,Grass
6158,Ludicolo,49,Water
6158,Shiftry,49,Grass
6159,Seviper,24,Poison
6160,Zangoose,24,Normal
6161,Ledian,28,Bug
6161,Pinsir,29,Bug
6162,Munchlax,13,Normal
6162,Bagon,14,Dragon
6163,Gabite,31,Dragon
6166,Pachirisu,50,Electric
6166,Luxio,50,Electric
6166,Luvdisc,50,Water
6166,Jigglypuff,50,Normal
6166,Kirlia,50,Psychic
6166,Bonsly,50,Rock
6167,Corsola,50,Water
6167,Marill,50,Water
6167,Aipom,50,Normal
6167,Poliwhirl,50,Water
6168,Delcatty,50,Normal
6168,Beautifly,50,Bug
6168,Weepinbell,50,Grass
6168,Skiploom,50,Grass
6168,Sunflora,50,Grass
6168,Roselia,50,Grass
6169,Machoke,50,Fighting
6169,Onix,50,Rock
6169,Metang,50,Steel
6169,Elekid,50,Electric
6169,Rotom,50,Electric
6169,Carnivine,50,Grass
6170,Dugtrio,50,Ground
6170,Poliwrath,50,Water
6170,Raichu,50,Electric
6170,Rotom,50,Electric
6170,Lunatone,50,Rock
6170,Elekid,50,Electric
6171,Charmeleon,50,Fire
6171,Quilava,50,Fire
6171,Monferno,50,Fire
6171,Grotle,50,Grass
6171,Sandslash,50,Ground
6171,Prinplup,50,Water
6172,Flareon,50,Fire
6172,Altaria,50,Dragon
6172,Houndoom,50,Dark
6172,Torkoal,50,Fire
6172,Flygon,50,Ground
6172,Camerupt,50,Fire
6173,Riolu,50,Fighting
6173,Grovyle,50,Grass
6173,Vigoroth,50,Normal
6173,Luxio,50,Electric
6173,Gabite,50,Dragon
6173,Combusken,50,Fire
6174,Pachirisu,50,Electric
6174,Luxio,50,Electric
6174,Luvdisc,50,Water
6174,Jigglypuff,50,Normal
6174,Kirlia,50,Psychic
6174,Bonsly,50,Rock
6175,Corsola,50,Water
6175,Marill,50,Water
6175,Aipom,50,Normal
6175,Ledian,50,Bug
6175,Poliwhirl,50,Water
6176,Delcatty,50,Normal
6176,Beautifly,50,Bug
6176,Weepinbell,50,Grass
6176,Skiploom,50,Grass
6176,Sunflora,50,Grass
6176,Roselia,50,Grass
6177,Machoke,50,Fighting
6177,Onix,50,Rock
6177,Metang,50,Steel
6177,Elekid,50,Electric
6177,Rotom,50,Electric
6177,Carnivine,50,Grass
6178,Charmeleon,50,Fire
6178,Quilava,50,Fire
6178,Monferno,50,Fire
6178,Grotle,50,Grass
6178,Sandslash,50,Ground
6178,Prinplup,50,Water
6179,Riolu,50,Fighting
6179,Grovyle,50,Grass
6179,Vigoroth,50,Normal
6179,Luxio,50,Electric
6179,Gabite,50,Dragon
6179,Combusken,50,Fire
6184,Kadabra,35,Psychic
6184,Bronzor,35,Steel
6184,Toxicroak,37,Poison
6185,Kadabra,38,Psychic
6185,Bronzor,38,Steel
6185,Toxicroak,40,Poison
6186,Zubat,14,Poison
6186,Purugly,16,Normal
6187,Golbat,37,Poison
6187,Bronzor,37,Steel
6187,Purugly,39,Normal
6188,Bronzor,41,Steel
6188,Golbat,42,Poison
6188,Purugly,45,Normal
6189,Zubat,18,Poison
6189,Skuntank,20,Poison
6190,Bronzor,41,Steel
6190,Golbat,41,Poison
6190,Skuntank,46,Poison
6191,Golbat,38,Poison
6191,Bronzor,38,Steel
6191,Toxicroak,40,Poison
6192,Golbat,42,Poison
6192,Bronzor,42,Steel
6192,Toxicroak,44,Poison
6193,Zubat,15,Poison
6193,Purugly,17,Normal
6194,Golbat,38,Poison
6194,Bronzor,38,Steel
6194,Purugly,40,Normal
6195,Bronzor,44,Steel
6195,Golbat,44,Poison
6195,Purugly,46,Normal
6196,Bronzong,58,Steel
6196,Golbat,58,Poison
6196,Purugly,60,Normal
6197,Zubat,21,Poison
6197,Skuntank,23,Poison
6198,Bronzor,44,Steel
6198,Golbat,44,Poison
6198,Skuntank,46,Poison
6199,Bronzong,58,Steel
6199,Golbat,58,Poison
6199,Skuntank,60,Poison
6219,Psyduck,13,Water
6220,Golduck,55,Water
6222,Parasect,43,Bug
6223,Delibird,50,Ice
6223,Sealeo,50,Ice
6223,Poochyena,50,Dark
6223,Snover,50,Grass
6223,Castform,50,Normal
6223,Rhyhorn,50,Ground
6225,Gyarados,50,Water
6225,Rhydon,50,Ground
6226,Nidoking,50,Poison
6226,Nidoqueen,50,Poison
6227,Piloswine,50,Ice
6227,Crobat,50,Poison
6228,Blissey,50,Normal
6228,Arcanine,50,Fire
6229,Tauros,52,Normal
6229,Miltank,52,Normal
6230,Tauros,57,Normal
6230,Miltank,57,Normal
6231,Nidoking,45,Poison
6231,Nidoqueen,45,Poison
6232,Ledian,25,Bug
6233,Shelgon,25,Dragon
6233,Magcargo,25,Fire
6234,Whirlipede,25,Bug
6234,Graveler,25,Rock
6235,Lairon,25,Steel
6235,Sudowoodo,25,Rock
6236,Marill,25,Water
6236,Loudred,25,Normal
6237,Sandslash,25,Ground
6237,Skarmory,25,Steel
6238,Torkoal,25,Fire
6238,Doublade,25,Steel
6239,Bidoof,14,Normal
6239,Bidoof,15,Normal
6239,Bidoof,16,Normal
6239,Bidoof,15,Normal
6239,Bidoof,15,Normal
6240,Ponyta,23,Fire
6243,Primeape,48,Fighting
6243,Hitmontop,48,Fighting
6243,Machoke,48,Fighting
6244,Primeape,54,Fighting
6244,Hitmontop,54,Fighting
6244,Machamp,54,Fighting
6245,Hitmonlee,38,Fighting
6245,Hitmonchan,38,Fighting
6246,Flareon,100,Fire
6247,Nidoqueen,100,Poison
6248,Mankey,37,Fighting
6248,Primeape,37,Fighting
6249,Mankey,50,Fighting
6249,Primeape,50,Fighting
6250,Primeape,55,Fighting
6250,Primeape,55,Fighting
6251,Hitmonlee,38,Fighting
6251,Hitmonchan,38,Fighting
6252,Hitmonlee,50,Fighting
6252,Hitmonchan,50,Fighting
6253,Hitmonlee,55,Fighting
6253,Hitmonchan,55,Fighting
6254,Alakazam,50,Psychic
6254,Houndoom,50,Dark
6255,Machoke,39,Fighting
6255,Primeape,39,Fighting
6256,Machoke,51,Fighting
6256,Primeape,51,Fighting
6257,Machamp,56,Fighting
6257,Primeape,56,Fighting
6258,Golem,50,Rock
6258,Machamp,50,Fighting
6259,Hitmonchan,50,Fighting
6259,Hitmonlee,50,Fighting
6260,Hitmonchan,29,Fighting
6260,Hitmonlee,29,Fighting
6261,Hitmonchan,33,Fighting
6261,Hitmonlee,33,Fighting
6262,Hitmonchan,51,Fighting
6262,Hitmonlee,51,Fighting
6263,Hitmonchan,56,Fighting
6263,Hitmonlee,56,Fighting
6264,Machop,5,Fighting
6264,Gastly,5,Ghost
6265,Misdreavus,40,Ghost
6265,Exploud,40,Normal
6265,Umbreon,40,Dark
6265,Wobbuffet,40,Psychic
6266,Houndour,28,Dark
6266,Corsola,28,Water
6266,Linoone,28,Normal
6267,Gloom,58,Grass
6267,Sunflora,59,Grass
6267,Vileplume,60,Grass
6268,Tangela,30,Grass
6268,Dunsparce,30,Normal
6269,Cacnea,43,Grass
6269,Numel,43,Fire
6269,Houndour,43,Dark
6269,Lairon,44,Steel
6270,Smeargle,60,Normal
6271,Smeargle,60,Normal
6272,Staravia,17,Normal
6273,Ponyta,17,Fire
6274,Starly,15,Normal
6274,Staravia,15,Normal
6275,Staravia,28,Normal
6275,Staravia,30,Normal
6276,Staravia,37,Normal
6276,Staravia,39,Normal
6277,Staraptor,58,Normal
6277,Staraptor,58,Normal
6278,Pikachu,17,Electric
6279,Pikachu,31,Electric
6280,Pikachu,40,Electric
6281,Raichu,60,Electric
6282,Shinx,17,Electric
6283,Starly,15,Normal
6283,Ponyta,15,Fire
6284,Shinx,15,Electric
6284,Shinx,15,Electric
6285,Zubat,17,Poison
6286,Pikachu,21,Electric
6287,Ponyta,21,Fire
6288,Starly,18,Normal
6288,Staravia,20,Normal
6289,Staravia,32,Normal
6289,Staraptor,34,Normal
6290,Staraptor,43,Normal
6290,Staraptor,43,Normal
6291,Dodrio,58,Normal
6291,Staraptor,59,Normal
6292,Pikachu,21,Electric
6293,Pikachu,35,Electric
6294,Raichu,45,Electric
6295,Plusle,58,Electric
6295,Minun,58,Electric
6295,Raichu,58,Electric
6296,Staravia,21,Normal
6297,Starly,17,Normal
6297,Starly,18,Normal
6297,Starly,19,Normal
6298,Ponyta,20,Fire
6298,Shinx,18,Electric
6299,Shinx,21,Electric
6300,Whirlipede,22,Bug
6300,Whirlipede,22,Bug
6301,Ducklett,22,Water
6301,Liepard,22,Dark
6302,Unfezant,37,Normal
6303,Tranquill,25,Normal
6304,Zebstrika,37,Electric
6305,Whirlipede,25,Bug
6306,Darumaka,22,Fire
6306,Darumaka,22,Fire
6308,Darumaka,25,Fire
6309,Panpour,21,Water
6310,Pansage,21,Grass
6311,Pansear,21,Fire
6312,Scraggy,25,Dark
6314,Darumaka,24,Fire
6315,Darumaka,32,Fire
6320,Sableye,15,Dark
6321,Mightyena,36,Dark
6322,Cacnea,26,Grass
6322,Mightyena,28,Dark
6323,Sharpedo,34,Water
6324,Sharpedo,41,Water
6325,Sharpedo,43,Water
6325,Sneasel,43,Dark
6326,Sharpedo,49,Water
6326,Weavile,49,Dark
6327,Diglett,64,Ground
6327,Dugtrio,64,Ground
6328,Drilbur,25,Ground
6329,Diglett,61,Ground
6329,Dugtrio,61,Ground
6330,Gyarados,27,Water
6330,Raichu,27,Electric
6331,Staraptor,47,Normal
6331,Whiscash,47,Water
6332,Gyarados,47,Water
6332,Medicham,47,Fighting
6333,Gyarados,36,Water
6333,Raichu,36,Electric
6334,Staraptor,50,Normal
6334,Ambipom,50,Normal
6335,Lumineon,50,Water
6335,Rapidash,50,Fire
6336,Magmar,25,Fire
6336,Electabuzz,25,Electric
6337,Dugtrio,47,Ground
6337,Electabuzz,47,Electric
6338,Porygon2,52,Normal
6338,Azumarill,50,Water
6339,Bagon,35,Dragon
6340,Altaria,38,Dragon
6340,Altaria,38,Dragon
6341,Altaria,41,Dragon
6341,Altaria,41,Dragon
6342,Altaria,44,Dragon
6342,Altaria,44,Dragon
6343,Bagon,46,Dragon
6343,Altaria,46,Dragon
6343,Altaria,46,Dragon
6344,Altaria,49,Dragon
6344,Altaria,49,Dragon
6344,Shelgon,49,Dragon
6345,Bagon,34,Dragon
6346,Altaria,37,Dragon
6346,Altaria,37,Dragon
6347,Altaria,41,Dragon
6347,Altaria,41,Dragon
6348,Altaria,44,Dragon
6348,Altaria,44,Dragon
6349,Bagon,46,Dragon
6349,Altaria,46,Dragon
6349,Altaria,46,Dragon
6350,Altaria,49,Dragon
6350,Altaria,49,Dragon
6350,Shelgon,49,Dragon
6351,Gible,46,Dragon
6351,Gible,46,Dragon
6351,Gyarados,49,Water
6352,Gyarados,60,Water
6353,Vibrava,57,Ground
6353,Dragonair,57,Dragon
6353,Seadra,57,Water
6354,Dratini,53,Dragon
6354,Dragonair,55,Dragon
6355,Dragonair,61,Dragon
6355,Dragonair,61,Dragon
6356,Swablu,53,Normal
6356,Altaria,57,Dragon
6357,Altaria,60,Dragon
6357,Altaria,60,Dragon
6358,Gabite,56,Dragon
6358,Gyarados,56,Water
6359,Gyarados,58,Water
6360,Bagon,57,Dragon
6360,Shelgon,59,Dragon
6361,Gabite,49,Dragon
6362,Gible,39,Dragon
6363,Gabite,43,Dragon
6364,Gabite,63,Dragon
6365,Seadra,56,Water
6365,Gyarados,56,Water
6366,Gible,43,Dragon
6366,Swablu,45,Normal
6366,Gabite,47,Dragon
6367,Gible,57,Dragon
6367,Gabite,57,Dragon
6367,Dragonair,57,Dragon
6368,Dragonite,60,Dragon
6369,Gabite,53,Dragon
6369,Altaria,55,Dragon
6370,Altaria,59,Dragon
6370,Garchomp,61,Dragon
6371,Altaria,56,Dragon
6371,Seadra,56,Water
6372,Altaria,60,Dragon
6372,Kingdra,60,Water
6373,Dratini,52,Dragon
6373,Gabite,56,Dragon
6374,Trapinch,55,Ground
6374,Vibrava,57,Ground
6375,Bagon,57,Dragon
6375,Shelgon,57,Dragon
6375,Vibrava,57,Ground
6376,Altaria,45,Dragon
6376,Gabite,47,Dragon
6377,Gible,34,Dragon
6378,Gabite,46,Dragon
6379,Shelgon,61,Dragon
6379,Gabite,61,Dragon
6379,Dragonair,61,Dragon
6380,Dratini,55,Dragon
6380,Altaria,57,Dragon
6381,Shelgon,39,Dragon
6381,Kingdra,39,Water
6382,Altaria,47,Dragon
6383,Kingdra,47,Water
6384,Flygon,47,Ground
6385,Noivern,50,Flying
6385,Druddigon,50,Dragon
6385,Flygon,50,Ground
6386,Krokorok,55,Ground
6387,Krookodile,66,Ground
6388,Sandile,33,Ground
6389,Krokorok,55,Ground
6390,Sandile,33,Ground
6391,Sandile,33,Ground
6392,Sandile,33,Ground
6393,Krokorok,55,Ground
6394,Krokorok,55,Ground
6395,Krokorok,55,Ground
6396,Dragalge,55,Poison
6396,Altaria,55,Dragon
6396,Noivern,55,Flying
6397,Azumarill,45,Water
6397,Nidoqueen,45,Poison
6397,Exploud,45,Normal
6398,Audino,45,Normal
6398,Audino,45,Normal
6398,Audino,45,Normal
6399,Pyroar,55,Fire
6399,Talonflame,55,Fire
6399,Chandelure,55,Ghost
6400,Audino,45,Normal
6400,Audino,45,Normal
6400,Audino,45,Normal
6401,Golem,45,Rock
6401,Aggron,45,Steel
6401,Poliwrath,45,Water
6402,Bellossom,45,Grass
6402,Goodra,45,Dragon
6402,Florges,45,Fairy
6403,Audino,45,Normal
6403,Audino,45,Normal
6403,Audino,45,Normal
6404,Audino,45,Normal
6404,Audino,45,Normal
6404,Audino,45,Normal
6405,Staraptor,50,Normal
6405,Nidoking,50,Poison
6405,Haxorus,50,Dragon
6406,Roserade,45,Grass
6406,Magnezone,45,Electric
6406,Alakazam,45,Psychic
6407,Clawitzer,55,Water
6407,Barbaracle,55,Rock
6407,Starmie,55,Water
6408,Scolipede,45,Bug
6408,Raichu,45,Electric
6408,Jumpluff,45,Grass
6409,Scizor,55,Bug
6409,Probopass,55,Rock
6410,Dedenne,25,Electric
6410,Staravia,25,Normal
6411,Weepinbell,25,Grass
6411,Gurdurr,25,Fighting
6412,Machoke,25,Fighting
6412,Fraxure,25,Dragon
6413,Zangoose,25,Normal
6413,Pupitar,25,Rock
6414,Carnivine,25,Grass
6414,Rhydon,25,Ground
6415,Haunter,25,Ghost
6415,Vanillish,25,Ice
6416,Dragonair,25,Dragon
6416,Krokorok,25,Ground
6417,Magnemite,18,Electric
6417,Magnemite,18,Electric
6417,Magneton,18,Electric
6418,Magnemite,21,Electric
6419,Voltorb,21,Electric
6419,Magnemite,21,Electric
6420,Magnemite,18,Electric
6420,Magnemite,18,Electric
6420,Magneton,18,Electric
6421,Magneton,28,Electric
6421,Magneton,28,Electric
6421,Magneton,28,Electric
6422,Magnemite,21,Electric
6423,Granbull,50,Fairy
6424,Nidoqueen,50,Poison
6425,Voltorb,16,Electric
6425,Magnemite,15,Electric
6425,Porygon,18,Normal
6425,Mankey,15,Fighting
6425,Kingler,16,Water
6425,Raichu,18,Electric
6426,Electrode,15,Electric
6426,Muk,15,Poison
6426,Porygon,20,Normal
6426,Charmeleon,18,Fire
6426,Lapras,17,Water
6426,Raichu,17,Electric
6427,Zubat,22,Poison
6427,Koffing,22,Poison
6427,Raticate,24,Normal
6428,Koffing,30,Poison
6428,Koffing,30,Poison
6428,Koffing,30,Poison
6428,Koffing,30,Poison
6428,Weezing,32,Poison
6428,Koffing,30,Poison
6429,Arbok,23,Poison
6429,Gloom,23,Grass
6429,Murkrow,25,Dark
6430,Arbok,32,Poison
6430,Vileplume,32,Grass
6430,Murkrow,32,Dark
6431,Golbat,36,Poison
6432,Houndour,33,Dark
6432,Koffing,33,Poison
6432,Houndoom,35,Dark
6433,Muk,53,Poison
6433,Arbok,54,Poison
